,datetime,By_or_at_Musk,variable,value
3934,2022-06-29 00:00:00+00:00,Mentions @elonmusk,space,0.616924528706199
3935,2022-06-30 00:00:00+00:00,Mentions @elonmusk,space,0.0
3936,2022-07-01 00:00:00+00:00,Mentions @elonmusk,space,0.0
3937,2022-07-02 00:00:00+00:00,Mentions @elonmusk,space,0.0
3938,2022-07-03 00:00:00+00:00,Mentions @elonmusk,space,0.0
3939,2022-07-04 00:00:00+00:00,Mentions @elonmusk,space,0.0
3940,2022-07-05 00:00:00+00:00,Mentions @elonmusk,space,0.3638409757545222
3941,2022-07-06 00:00:00+00:00,By @elonmusk,space,0.0
3942,2022-07-06 00:00:00+00:00,Mentions @elonmusk,space,0.8382969543836969
3943,2022-07-07 00:00:00+00:00,By @elonmusk,space,0.0
3944,2022-07-07 00:00:00+00:00,Mentions @elonmusk,space,0.4105693946936208
3945,2022-07-08 00:00:00+00:00,By @elonmusk,space,0.0
3946,2022-07-08 00:00:00+00:00,Mentions @elonmusk,space,0.6254827069086888
3947,2022-07-09 00:00:00+00:00,Mentions @elonmusk,space,0.0
3948,2022-07-10 00:00:00+00:00,Mentions @elonmusk,space,0.0
3949,2022-07-11 00:00:00+00:00,By @elonmusk,space,0.0
3950,2022-07-11 00:00:00+00:00,Mentions @elonmusk,space,0.0
3951,2022-07-12 00:00:00+00:00,By @elonmusk,space,0.0
3952,2022-07-12 00:00:00+00:00,Mentions @elonmusk,space,1.1717599091380095
3953,2022-07-13 00:00:00+00:00,By @elonmusk,space,0.0
3954,2022-07-13 00:00:00+00:00,Mentions @elonmusk,space,0.2310740461770904
3955,2022-07-14 00:00:00+00:00,By @elonmusk,space,0.0
3956,2022-07-14 00:00:00+00:00,Mentions @elonmusk,space,0.4488315560759175
3957,2022-07-15 00:00:00+00:00,By @elonmusk,space,0.0
3958,2022-07-15 00:00:00+00:00,Mentions @elonmusk,space,0.0
3959,2022-07-16 00:00:00+00:00,By @elonmusk,space,0.5720103185972072
3960,2022-07-16 00:00:00+00:00,Mentions @elonmusk,space,0.0
3961,2022-07-17 00:00:00+00:00,Mentions @elonmusk,space,0.0
3962,2022-07-18 00:00:00+00:00,By @elonmusk,space,0.0
3963,2022-07-18 00:00:00+00:00,Mentions @elonmusk,space,0.0
3964,2022-07-19 00:00:00+00:00,By @elonmusk,space,0.0
3965,2022-07-19 00:00:00+00:00,Mentions @elonmusk,space,0.0
3966,2022-07-20 00:00:00+00:00,By @elonmusk,space,0.0
3967,2022-07-20 00:00:00+00:00,Mentions @elonmusk,space,0.0
3968,2022-07-21 00:00:00+00:00,By @elonmusk,space,0.0
3969,2022-07-21 00:00:00+00:00,Mentions @elonmusk,space,0.0
3970,2022-07-22 00:00:00+00:00,By @elonmusk,space,0.0
3971,2022-07-22 00:00:00+00:00,Mentions @elonmusk,space,0.0
3972,2022-07-23 00:00:00+00:00,By @elonmusk,space,0.0
3973,2022-07-23 00:00:00+00:00,Mentions @elonmusk,space,0.3720450970556657
3974,2022-07-24 00:00:00+00:00,By @elonmusk,space,0.0
3975,2022-07-24 00:00:00+00:00,Mentions @elonmusk,space,0.0
3976,2022-07-25 00:00:00+00:00,By @elonmusk,space,0.0
3977,2022-07-25 00:00:00+00:00,Mentions @elonmusk,space,1.0
3978,2022-07-26 00:00:00+00:00,By @elonmusk,space,0.0
3979,2022-07-26 00:00:00+00:00,Mentions @elonmusk,space,0.0
3980,2022-07-27 00:00:00+00:00,By @elonmusk,space,0.0
3981,2022-07-27 00:00:00+00:00,Mentions @elonmusk,space,0.0
3982,2022-07-28 00:00:00+00:00,By @elonmusk,space,0.0
3983,2022-07-28 00:00:00+00:00,Mentions @elonmusk,space,0.0
3984,2022-07-29 00:00:00+00:00,By @elonmusk,space,0.0
3985,2022-07-29 00:00:00+00:00,Mentions @elonmusk,space,0.3764878511769584
3986,2022-07-30 00:00:00+00:00,By @elonmusk,space,0.0
3987,2022-07-30 00:00:00+00:00,Mentions @elonmusk,space,0.0
3988,2022-07-31 00:00:00+00:00,By @elonmusk,space,0.0
3989,2022-07-31 00:00:00+00:00,Mentions @elonmusk,space,0.0
3990,2022-08-01 00:00:00+00:00,By @elonmusk,space,0.0
3991,2022-08-01 00:00:00+00:00,Mentions @elonmusk,space,0.6209796956046826
3992,2022-08-02 00:00:00+00:00,By @elonmusk,space,0.0
3993,2022-08-02 00:00:00+00:00,Mentions @elonmusk,space,0.961610094080937
3994,2022-08-03 00:00:00+00:00,Mentions @elonmusk,space,0.3777472466374122
3995,2022-08-04 00:00:00+00:00,By @elonmusk,space,0.0
3996,2022-08-04 00:00:00+00:00,Mentions @elonmusk,space,0.0
3997,2022-08-05 00:00:00+00:00,By @elonmusk,space,0.0
3998,2022-08-05 00:00:00+00:00,Mentions @elonmusk,space,0.0
3999,2022-08-06 00:00:00+00:00,By @elonmusk,space,0.0
4000,2022-08-06 00:00:00+00:00,Mentions @elonmusk,space,1.2025141163100908
4001,2022-08-07 00:00:00+00:00,By @elonmusk,space,0.0
4002,2022-08-07 00:00:00+00:00,Mentions @elonmusk,space,0.0
4003,2022-08-08 00:00:00+00:00,By @elonmusk,space,0.0
4004,2022-08-08 00:00:00+00:00,Mentions @elonmusk,space,0.0
4005,2022-08-09 00:00:00+00:00,By @elonmusk,space,0.0
4006,2022-08-09 00:00:00+00:00,Mentions @elonmusk,space,0.7847682197993588
4007,2022-08-10 00:00:00+00:00,By @elonmusk,space,0.0
4008,2022-08-10 00:00:00+00:00,Mentions @elonmusk,space,0.6367142036745361
4009,2022-08-11 00:00:00+00:00,By @elonmusk,space,0.0
4010,2022-08-11 00:00:00+00:00,Mentions @elonmusk,space,0.0
4011,2022-08-12 00:00:00+00:00,By @elonmusk,space,0.0
4012,2022-08-12 00:00:00+00:00,Mentions @elonmusk,space,0.5370449409546515
4013,2022-08-13 00:00:00+00:00,By @elonmusk,space,0.0
4014,2022-08-13 00:00:00+00:00,Mentions @elonmusk,space,1.3543669665222229
4015,2022-08-14 00:00:00+00:00,By @elonmusk,space,0.0
4016,2022-08-14 00:00:00+00:00,Mentions @elonmusk,space,0.0
4017,2022-08-15 00:00:00+00:00,By @elonmusk,space,0.0
4018,2022-08-15 00:00:00+00:00,Mentions @elonmusk,space,0.0
4019,2022-08-16 00:00:00+00:00,By @elonmusk,space,0.0
4020,2022-08-16 00:00:00+00:00,Mentions @elonmusk,space,0.0
4021,2022-08-17 00:00:00+00:00,By @elonmusk,space,0.0
4022,2022-08-17 00:00:00+00:00,Mentions @elonmusk,space,0.0
4023,2022-08-18 00:00:00+00:00,By @elonmusk,space,0.0
4024,2022-08-18 00:00:00+00:00,Mentions @elonmusk,space,0.7470878460847161
4025,2022-08-19 00:00:00+00:00,By @elonmusk,space,0.0
4026,2022-08-19 00:00:00+00:00,Mentions @elonmusk,space,0.0
4027,2022-08-20 00:00:00+00:00,By @elonmusk,space,0.0
4028,2022-08-20 00:00:00+00:00,Mentions @elonmusk,space,0.7427331350073861
4029,2022-08-21 00:00:00+00:00,By @elonmusk,space,0.0
4030,2022-08-21 00:00:00+00:00,Mentions @elonmusk,space,0.4734339501051984
4031,2022-08-22 00:00:00+00:00,By @elonmusk,space,0.0
4032,2022-08-22 00:00:00+00:00,Mentions @elonmusk,space,0.0
4033,2022-08-23 00:00:00+00:00,By @elonmusk,space,0.0
4034,2022-08-23 00:00:00+00:00,Mentions @elonmusk,space,0.0
4035,2022-08-24 00:00:00+00:00,By @elonmusk,space,0.0
4036,2022-08-24 00:00:00+00:00,Mentions @elonmusk,space,0.7377171337179943
4037,2022-08-25 00:00:00+00:00,By @elonmusk,space,0.0
4038,2022-08-25 00:00:00+00:00,Mentions @elonmusk,space,0.0
4039,2022-08-26 00:00:00+00:00,By @elonmusk,space,0.0
4040,2022-08-26 00:00:00+00:00,Mentions @elonmusk,space,1.1572362079199658
4041,2022-08-27 00:00:00+00:00,By @elonmusk,space,0.0
4042,2022-08-27 00:00:00+00:00,Mentions @elonmusk,space,0.3092366539264962
4043,2022-08-28 00:00:00+00:00,By @elonmusk,space,0.4006715747316663
4044,2022-08-28 00:00:00+00:00,Mentions @elonmusk,space,1.0482909305197032
4045,2022-08-29 00:00:00+00:00,By @elonmusk,space,0.0
4046,2022-08-29 00:00:00+00:00,Mentions @elonmusk,space,0.7988230427209464
4047,2022-08-30 00:00:00+00:00,By @elonmusk,space,0.0
4048,2022-08-30 00:00:00+00:00,Mentions @elonmusk,space,0.5014319359715383
4049,2022-08-31 00:00:00+00:00,By @elonmusk,space,0.0
4050,2022-08-31 00:00:00+00:00,Mentions @elonmusk,space,0.6367142036745361
4051,2022-09-01 00:00:00+00:00,By @elonmusk,space,0.0
4052,2022-09-01 00:00:00+00:00,Mentions @elonmusk,space,1.220018921050864
4053,2022-09-02 00:00:00+00:00,Mentions @elonmusk,space,0.0
4054,2022-09-03 00:00:00+00:00,By @elonmusk,space,0.0
4055,2022-09-03 00:00:00+00:00,Mentions @elonmusk,space,1.0
4056,2022-09-04 00:00:00+00:00,By @elonmusk,space,0.0
4057,2022-09-04 00:00:00+00:00,Mentions @elonmusk,space,0.0
4058,2022-09-05 00:00:00+00:00,By @elonmusk,space,0.0
4059,2022-09-05 00:00:00+00:00,Mentions @elonmusk,space,2.0
4060,2022-09-06 00:00:00+00:00,By @elonmusk,space,0.0
4061,2022-09-06 00:00:00+00:00,Mentions @elonmusk,space,0.4606707588981789
4062,2022-09-07 00:00:00+00:00,By @elonmusk,space,0.0
4063,2022-09-07 00:00:00+00:00,Mentions @elonmusk,space,0.6059240148567527
4064,2022-09-08 00:00:00+00:00,By @elonmusk,space,0.3174750816157979
4065,2022-09-08 00:00:00+00:00,Mentions @elonmusk,space,0.0
4066,2022-09-09 00:00:00+00:00,By @elonmusk,space,0.0
4067,2022-09-09 00:00:00+00:00,Mentions @elonmusk,space,3.2345997139027416
4068,2022-09-10 00:00:00+00:00,By @elonmusk,space,0.0
4069,2022-09-10 00:00:00+00:00,Mentions @elonmusk,space,1.0996243237554384
4070,2022-09-11 00:00:00+00:00,By @elonmusk,space,0.0
4071,2022-09-11 00:00:00+00:00,Mentions @elonmusk,space,0.7154738702566104
4072,2022-09-12 00:00:00+00:00,By @elonmusk,space,0.0
4073,2022-09-12 00:00:00+00:00,Mentions @elonmusk,space,1.0376849854575463
4074,2022-09-13 00:00:00+00:00,By @elonmusk,space,0.0
4075,2022-09-13 00:00:00+00:00,Mentions @elonmusk,space,0.6870605444770833
4076,2022-09-14 00:00:00+00:00,By @elonmusk,space,0.0
4077,2022-09-14 00:00:00+00:00,Mentions @elonmusk,space,1.2200282096103476
4078,2022-09-15 00:00:00+00:00,By @elonmusk,space,0.0
4079,2022-09-15 00:00:00+00:00,Mentions @elonmusk,space,2.187638612406106
4080,2022-09-16 00:00:00+00:00,By @elonmusk,space,0.0
4081,2022-09-16 00:00:00+00:00,Mentions @elonmusk,space,1.0535337448540485
4082,2022-09-17 00:00:00+00:00,By @elonmusk,space,0.0
4083,2022-09-17 00:00:00+00:00,Mentions @elonmusk,space,1.7791988329833375
4084,2022-09-18 00:00:00+00:00,By @elonmusk,space,0.0
4085,2022-09-18 00:00:00+00:00,Mentions @elonmusk,space,1.762297843475178
4086,2022-09-19 00:00:00+00:00,By @elonmusk,space,0.0
4087,2022-09-19 00:00:00+00:00,Mentions @elonmusk,space,2.4942203389644595
4088,2022-09-20 00:00:00+00:00,By @elonmusk,space,0.0
4089,2022-09-20 00:00:00+00:00,Mentions @elonmusk,space,1.122047317819037
4090,2022-09-21 00:00:00+00:00,By @elonmusk,space,0.0
4091,2022-09-21 00:00:00+00:00,Mentions @elonmusk,space,0.5372848482201428
4092,2022-09-22 00:00:00+00:00,By @elonmusk,space,0.0
4093,2022-09-22 00:00:00+00:00,Mentions @elonmusk,space,1.5235564473663117
4094,2022-09-23 00:00:00+00:00,By @elonmusk,space,0.0
4095,2022-09-23 00:00:00+00:00,Mentions @elonmusk,space,0.0
4096,2022-09-24 00:00:00+00:00,By @elonmusk,space,0.0
4097,2022-09-24 00:00:00+00:00,Mentions @elonmusk,space,0.0
4098,2022-09-25 00:00:00+00:00,By @elonmusk,space,0.0
4099,2022-09-25 00:00:00+00:00,Mentions @elonmusk,space,0.365086497110107
4100,2022-09-26 00:00:00+00:00,By @elonmusk,space,0.0
4101,2022-09-26 00:00:00+00:00,Mentions @elonmusk,space,0.4016391422172379
4102,2022-09-27 00:00:00+00:00,By @elonmusk,space,0.0
4103,2022-09-27 00:00:00+00:00,Mentions @elonmusk,space,1.2556032124227698
4104,2022-09-28 00:00:00+00:00,By @elonmusk,space,0.0
4105,2022-09-28 00:00:00+00:00,Mentions @elonmusk,space,0.4063541292420911
4106,2022-09-29 00:00:00+00:00,By @elonmusk,space,0.0
4107,2022-09-29 00:00:00+00:00,Mentions @elonmusk,space,1.3072823304015615
4108,2022-09-30 00:00:00+00:00,By @elonmusk,space,0.0
4109,2022-09-30 00:00:00+00:00,Mentions @elonmusk,space,2.2451689228582596
4110,2022-10-01 00:00:00+00:00,By @elonmusk,space,0.0
4111,2022-10-01 00:00:00+00:00,Mentions @elonmusk,space,0.293674793003123
4112,2022-10-02 00:00:00+00:00,By @elonmusk,space,0.0
4113,2022-10-02 00:00:00+00:00,Mentions @elonmusk,space,1.040218803328122
4114,2022-10-03 00:00:00+00:00,By @elonmusk,space,0.0
4115,2022-10-03 00:00:00+00:00,Mentions @elonmusk,space,1.6516109387072715
4116,2022-10-04 00:00:00+00:00,By @elonmusk,space,0.0
4117,2022-10-04 00:00:00+00:00,Mentions @elonmusk,space,4.429303260885235
4118,2022-10-05 00:00:00+00:00,By @elonmusk,space,0.0
4119,2022-10-05 00:00:00+00:00,Mentions @elonmusk,space,2.8351624795877317
4120,2022-10-06 00:00:00+00:00,By @elonmusk,space,0.0
4121,2022-10-06 00:00:00+00:00,Mentions @elonmusk,space,3.095992947372637
4122,2022-10-07 00:00:00+00:00,By @elonmusk,space,0.7378964284095915
4123,2022-10-07 00:00:00+00:00,Mentions @elonmusk,space,3.843128753782935
4124,2022-10-08 00:00:00+00:00,By @elonmusk,space,0.0
4125,2022-10-08 00:00:00+00:00,Mentions @elonmusk,space,4.015998654115352
4126,2022-10-09 00:00:00+00:00,By @elonmusk,space,0.0
4127,2022-10-09 00:00:00+00:00,Mentions @elonmusk,space,0.894190368101441
4128,2022-10-10 00:00:00+00:00,By @elonmusk,space,0.0
4129,2022-10-10 00:00:00+00:00,Mentions @elonmusk,space,0.5955271109278388
4130,2022-10-11 00:00:00+00:00,By @elonmusk,space,0.6963614182508723
4131,2022-10-11 00:00:00+00:00,Mentions @elonmusk,space,1.1582857704988048
4132,2022-10-12 00:00:00+00:00,By @elonmusk,space,0.0
4133,2022-10-12 00:00:00+00:00,Mentions @elonmusk,space,0.3836015083359187
4134,2022-10-13 00:00:00+00:00,By @elonmusk,space,0.0
4135,2022-10-13 00:00:00+00:00,Mentions @elonmusk,space,0.875591562457594
